entity,instance,name,value,dataset_date,table_name,tag,check,date,category,level
Column,distance,StandardDeviation,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_distance,StandardDeviation,1.208236242,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_stay_duration,StandardDeviation,437.4219875,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_move_duration,StandardDeviation,420.2344718,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_stay,StandardDeviation,1.066391365,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_move,StandardDeviation,1.103964818,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_hit,ApproxQuantiles-0.25,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_duration_session,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_volume,ApproxQuantiles-0.25,41871,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,distance,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_distance,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_stay_duration,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_move_duration,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_stay,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_move,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_hit,ApproxQuantiles-0.5,2,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_duration_session,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_volume,ApproxQuantiles-0.5,272394,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,distance,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_distance,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_stay_duration,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_move_duration,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_stay,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_move,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_hit,ApproxQuantiles-0.75,3,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_duration_session,ApproxQuantiles-0.75,300,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_volume,ApproxQuantiles-0.75,6526242,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,distance,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,total_distance,ApproxQuantiles-0.75,0.1327,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_stay_duration,ApproxQuantiles-0.75,300,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,sum_move_duration,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_stay,ApproxQuantiles-0.75,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,count_move,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,msisdn,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,session,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,cell_name,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,site_id,Completeness,0.996316759,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,session_type,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,session_status,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,vehicle_type,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Club IC (IFC),Application
Column,*,Size,71,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,msisdn,CountDistinct,65,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,session,CountDistinct,71,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,Minimum,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,Minimum,300,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,Maximum,11,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,Maximum,2100,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,Maximum,107737352,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,Maximum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,Maximum,13.2578,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,Maximum,2100,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,Maximum,900,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,Maximum,3,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,Maximum,3,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,Mean,1.450704225,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,Mean,135.2112676,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,Mean,9392839.197,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,Mean,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,Mean,0.423485915,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,Mean,105.6338028,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,Mean,29.57746479,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,Mean,0.197183099,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,Mean,0.098591549,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,Sum,103,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,Sum,9600,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,Sum,666891583,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,Sum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,Sum,30.0675,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,Sum,7500,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,Sum,2100,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,Sum,14,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,Sum,7,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,StandardDeviation,1.401924518,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,StandardDeviation,375.346922,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,StandardDeviation,17442562.27,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,StandardDeviation,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,StandardDeviation,2.026915284,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,StandardDeviation,332.9038145,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,StandardDeviation,135.6406663,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,StandardDeviation,0.576187428,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,StandardDeviation,0.452135554,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,ApproxQuantiles-0.25,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,ApproxQuantiles-0.25,1316767,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,ApproxQuantiles-0.5,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,ApproxQuantiles-0.5,5069325,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_hit,ApproxQuantiles-0.75,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_duration_session,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_volume,ApproxQuantiles-0.75,10171143,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,distance,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,total_distance,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_stay_duration,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,sum_move_duration,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_stay,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,count_move,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,msisdn,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,session,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,cell_name,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,site_id,Completeness,0.985915493,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,session_type,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,session_status,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,vehicle_type,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Cotton On,Application
Column,*,Size,643,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,msisdn,CountDistinct,539,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,session,CountDistinct,643,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,Minimum,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,Minimum,40,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,Maximum,239,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,Maximum,32400,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,Maximum,100386426,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,Maximum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,Maximum,55.7593,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,Maximum,27900,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,Maximum,11700,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,Maximum,40,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,Maximum,31,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,Mean,4.107309487,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,Mean,533.748056,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,Mean,3872275.844,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,Mean,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,Mean,0.584272006,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,Mean,367.18507,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,Mean,162.8304821,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,Mean,0.502332815,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,Mean,0.451010886,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,Sum,2641,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,Sum,343200,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,Sum,2489873368,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,Sum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,Sum,375.6869,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,Sum,236100,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,Sum,104700,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,Sum,323,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,Sum,290,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,StandardDeviation,14.68302661,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,StandardDeviation,2372.347729,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,StandardDeviation,9234413.526,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,StandardDeviation,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,StandardDeviation,3.03947151,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,StandardDeviation,1848.78406,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,StandardDeviation,755.5007505,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,StandardDeviation,2.201226825,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,StandardDeviation,2.032143123,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,ApproxQuantiles-0.25,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,ApproxQuantiles-0.25,15452,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,ApproxQuantiles-0.25,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,ApproxQuantiles-0.5,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,ApproxQuantiles-0.5,188914,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,ApproxQuantiles-0.5,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_hit,ApproxQuantiles-0.75,3,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_duration_session,ApproxQuantiles-0.75,300,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_volume,ApproxQuantiles-0.75,3442242,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,distance,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,total_distance,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_stay_duration,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,sum_move_duration,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_stay,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,count_move,ApproxQuantiles-0.75,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,msisdn,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,session,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,cell_name,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,site_id,Completeness,0.973561431,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,session_type,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,session_status,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,vehicle_type,Completeness,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,DFS Circle,Application
Column,*,Size,20864,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,msisdn,CountDistinct,13571,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,session,CountDistinct,20864,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_hit,Minimum,1,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_duration_session,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_volume,Minimum,40,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,distance,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_distance,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,sum_stay_duration,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,sum_move_duration,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,count_stay,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,count_move,Minimum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_hit,Maximum,665,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_duration_session,Maximum,86100,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_volume,Maximum,1228359666,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,distance,Maximum,0,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,total_distance,Maximum,135.6474,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
Column,sum_stay_duration,Maximum,86100,1.70203E+12,db_dpi_domain_seq_default,data profiler,null,20231202,Deliveroo,Application
